,zyzaks,0
555173,germania,0.0
555174,germanheld,0.0
555175,germanborn,0.0
555178,germanbombersperspectives,0.0
555179,germanamerican,0.0
555182,german,0.0
555472,germain,0.0
555473,germ,0.0
555477,gerlinde,0.0
555478,geris,0.0
555479,geriatric,0.0
555480,geri,0.0
555481,gerhard,0.0
555483,gergenblatt,0.0
555484,geremia,0.0
555485,gere,0.0
555487,gerd,0.0
555490,gerbier,0.0
555491,gerber,0.0
555493,gerben,0.0
555494,gerasimov,0.0
555495,gerardt,0.0
555496,gerardo,0.0
555498,gerarde,0.0
555499,gerard,0.0
555514,geraldo,0.0
555515,geraldine,0.0
555522,gerald,0.0
555538,geppettos,0.0
555539,gephardt,0.0
555540,gepetto,0.0
555541,geostigma,0.0
555542,georgs,0.0
555543,georginas,0.0
555544,georgina,0.0
555545,georgie,0.0
555548,georgias,0.0
555550,georgiana,0.0
555551,georgian,0.0
555558,georgia,0.0
555606,georgi,0.0
555608,georgette,0.0
555611,georgetown,0.0
555615,georgess,0.0
555616,georges,0.0
555662,georgekuttys,0.0
555663,georgekutty,0.0
555664,george,0.0
555903,georg,0.0
555908,geopolitics,0.0
555910,geopolitical,0.0
555911,geophysical,0.0
555912,geonosis,0.0
555913,geometrically,0.0
555914,geometric,0.0
555916,geology,0.0
555918,geologists,0.0
555920,geologist,0.0
555929,geography,0.0
555931,geographic,0.0
555938,geographer,0.0
555940,geoghan,0.0
555941,geoffs,0.0
555942,geoffrey,0.0
555954,geoff,0.0
555959,geo,0.0
555960,genya,0.0
555961,genuinely,0.0
555966,genuine,0.0
555985,gentry,0.0
555990,gentrification,0.0
555991,gently,0.0
555999,gentlest,0.0
556000,gentlesouled,0.0
556001,gentler,0.0
556002,gentlemens,0.0
556004,gentlemen,0.0
556014,gentlemans,0.0
556019,gentlemanly,0.0
556023,gentleman,0.0
556059,gentle,0.0
556107,gentille,0.0
556108,gentility,0.0
556109,gentileschi,0.0
556110,gentile,0.0
556112,genthree,0.0
556113,genteel,0.0
556117,gens,0.0
556120,genretwisting,0.0
556121,genres,0.0
556131,genre,0.0
556163,genovias,0.0
556164,genovia,0.0
556166,genovese,0.0
556167,genomics,0.0
556168,genocide,0.0
556182,genocidal,0.0
556183,genoan,0.0
556184,genoa,0.0
556186,gennosuke,0.0
556187,gennevilliers,0.0
556188,gennesukes,0.0
556189,gennesuke,0.0
556190,gennaro,0.0
556193,gennarino,0.0
556194,genjur,0.0
556195,genji,0.0
556197,geniuswho,0.0
556198,geniusfirst,0.0
556199,geniuses,0.0
556206,genius,0.0
556291,genitals,0.0
556292,genitalia,0.0
556295,genital,0.0
556297,genii,0.0
556298,genie,0.0
556308,genial,0.0
556314,gengis,0.0
556315,genghis,0.0
556320,genevives,0.0
556321,genevive,0.0
556325,genevieve,0.0
556327,geneviere,0.0
556328,geneva,0.0
556338,genetics,0.0
556342,geneticist,0.0
556346,geneticallyengineered,0.0
556348,genetically,0.0
556372,genetic,0.0
556399,genest,0.0
556400,genesis,0.0
556407,genes,0.0
556412,generously,0.0
556416,generousit,0.0
556417,generous,0.0
556428,generosity,0.0
556437,genero,0.0
556438,generic,0.0
556439,generazione,0.0
556440,generator,0.0
556445,generations,0.0
556504,generationdefining,0.0
556505,generational,0.0
556506,generation,0.0
556598,generating,0.0
556602,generates,0.0
556606,generated,0.0
556615,generate,0.0
556620,generals,0.0
556639,generally,0.0
556680,generalissimo,0.0
556681,general,0.0
556933,geneological,0.0
556934,geneco,0.0
556935,geneater,0.0
556936,genealogy,0.0
556937,gene,0.0
556969,gendo,0.0
556971,genders,0.0
556973,genderroles,0.0
556974,genderrelated,0.0
556975,gendernauts,0.0
556976,genderconfusing,0.0
556977,genderbending,0.0
556978,gender,0.0
556998,gendarmes,0.0
556999,gendarme,0.0
557001,genda,0.0
557002,genaro,0.0
557003,gena,0.0
557004,gen,0.0
557016,gemstones,0.0
557017,gemstone,0.0
557018,gems,0.0
557023,gemma,0.0
557026,gemini,0.0
557031,gemaakt,0.0
557032,gem,0.0
557040,gelt,0.0
557041,gelsomina,0.0
557042,gelosissimo,0.0
557043,gelling,0.0
557044,gellhorn,0.0
557045,geller,0.0
557048,gellar,0.0
557050,gell,0.0
557051,gelford,0.0
557052,geldof,0.0
557053,geldhart,0.0
557054,gelband,0.0
557055,gelados,0.0
557056,gel,0.0
557058,gekko,0.0
557060,gekiga,0.0
557061,geithner,0.0
557062,geist,0.0
557063,geismer,0.0
557064,geisler,0.0
557065,geishas,0.0
557066,geisha,0.0
557075,geirs,0.0
557076,geir,0.0
557077,gein,0.0
557078,geigern,0.0
557079,geiger,0.0
557081,gehrigs,0.0
557084,gehrig,0.0
557085,gehl,0.0
557086,gegen,0.0
557087,geezers,0.0
557088,geewhiz,0.0
557089,geets,0.0
557090,geeta,0.0
557091,geet,0.0
557092,geese,0.0
557093,geertje,0.0
557094,geena,0.0
557096,geen,0.0
557097,geel,0.0
557098,geeky,0.0
557105,geeks,0.0
557115,geekiest,0.0
557116,geek,0.0
557133,gedren,0.0
557134,gedi,0.0
557135,gedeon,0.0
557136,ged,0.0
557139,gecko,0.0
557141,gebrselassie,0.0
557142,gebhard,0.0
557143,geat,0.0
557144,gears,0.0
557149,gearing,0.0
557150,geared,0.0
557152,gear,0.0
557166,ge,0.0
557167,gdr,0.0
557169,gdansk,0.0
557170,gchq,0.0
557171,gazzara,0.0
557172,gazottis,0.0
557173,gazotti,0.0
557174,gazing,0.0
557175,gazes,0.0
557178,gazelle,0.0
557179,gazebo,0.0
557180,gaze,0.0
557187,gaza,0.0
557189,gays,0.0
557201,gayrights,0.0
557202,gayrelatedimmunedisorder,0.0
557203,gaynazi,0.0
557204,gaylord,0.0
557207,gayleen,0.0
557208,gayle,0.0
557211,gayetri,0.0
557212,gaye,0.0
557213,gayboy,0.0
557214,gaybashing,0.0
557215,gaya,0.0
557216,gay,0.0
557414,gawky,0.0
557415,gawains,0.0
557416,gawain,0.0
557419,gavino,0.0
557420,gavin,0.0
557434,gavillan,0.0
557435,gavilan,0.0
557436,gavel,0.0
557437,gave,0.1112576056
557517,gavalda,0.0
557518,gauthiers,0.0
557519,gauthier,0.0
557521,gautham,0.0
557522,gauntlet,0.0
557526,gaunt,0.0
557529,gaultier,0.0
557530,gault,0.0
557532,gauls,0.0
557533,gaulle,0.0
557536,gaulke,0.0
557537,gaulish,0.0
557539,gaulic,0.0
557540,gauleiter,0.0
557541,gaul,0.0
557546,gauguin,0.0
557547,gaugin,0.0
557548,gauge,0.0
557549,gaudy,0.0
557550,gauds,0.0
557551,gaudiesque,0.0
557552,gaudierbrzeska,0.0
557553,gaud,0.0
557554,gaucho,0.0
557558,gaucher,0.0
557559,gatt,0.0
557561,gatsbys,0.0
557565,gatsby,0.0
557569,gators,0.0
557570,gator,0.0
557572,gato,0.0
557574,gatlin,0.0
557579,gatlif,0.0
557580,gatley,0.0
557581,gathers,0.0
557619,gatherings,0.0
557620,gathering,0.0
557652,gatherer,0.0
557653,gathered,0.0
557674,gather,0.0
557744,gateway,0.0
557751,gateson,0.0
557752,gates,0.0
557780,gatemouth,0.0
557781,gatekeeper,0.0
557786,gatehouse,0.0
557787,gated,0.0
557791,gateano,0.0
557792,gate,0.0
557803,gastronomy,0.0
557804,gastronomic,0.0
557805,gastrointestinal,0.0
557806,gastroenterologist,0.0
557807,gastroenteritis,0.0
557808,gastric,0.0
557809,gastons,0.0
557810,gastone,0.0
557811,gaston,0.0
557816,gastineau,0.0
557817,gastank,0.0
557818,gasstation,0.0
557819,gassman,0.0
557820,gassko,0.0
557821,gassing,0.0
557822,gassed,0.0
557823,gasrich,0.0
557824,gasque,0.0
557825,gasps,0.0
557826,gaspare,0.0
557827,gasolinepowered,0.0
557828,gasolineeating,0.0
557829,gasoline,0.0
557834,gaslights,0.0
557835,gaskells,0.0
557836,gaskell,0.0
557837,gashuffing,0.0
557838,gashte,0.0
557839,gashey,0.0
557840,gases,0.0
557841,gascony,0.0
557842,gascon,0.0
557844,gasback,0.0
557845,gas,0.0
557927,garzooka,0.0
557928,garza,0.0
557929,garys,0.0
557930,gary,0.0
557979,garwood,0.0
557980,garw,0.0
557981,garvin,0.0
557982,garveys,0.0
557983,garveyite,0.0
557984,garvey,0.0
557985,garver,0.0
557986,gartley,0.0
557987,garths,0.0
557989,garth,0.0
557998,garter,0.0
557999,garson,0.0
558000,garry,0.0
558003,garrulous,0.0
558005,garrotting,0.0
558006,garrity,0.0
558007,garrisons,0.0
558008,garrisoned,0.0
558009,garrison,0.0
558017,garriott,0.0
558018,garriles,0.0
558019,garrigan,0.0
558020,garrett,0.0
558035,garret,0.0
558040,garraf,0.0
558041,garp,0.0
558042,garoni,0.0
558043,garofolo,0.0
558044,garofalo,0.0
558045,garnett,0.0
558046,garners,0.0
558047,garnering,0.0
558049,garnered,0.0
558052,garner,0.0
558061,garment,0.0
558066,garma,0.0
558067,garlic,0.0
558068,garlands,0.0
558069,garland,0.0
558074,garish,0.0
558075,gariprof,0.0
558076,garibaldi,0.0
558077,gargoyles,0.0
558079,gargoyle,0.0
558080,gargle,0.0
558081,gargery,0.0
558082,gargantuan,0.0
558084,gargantua,0.0
558085,gargan,0.0
558086,gargamel,0.0
558088,garfunkels,0.0
558089,garfunkel,0.0
558090,garfields,0.0
558091,garfield,0.0
558102,garetty,0.0
558103,gareth,0.0
558105,garel,0.0
558106,gare,0.0
558108,gardo,0.0
558109,gardner,0.0
558116,gardiner,0.0
558117,gardet,0.0
558118,gardentwo,0.0
558119,gardens,0.0
558131,gardening,0.0
558133,gardeniascented,0.0
558134,gardenia,0.0
558136,gardengnome,0.0
558137,gardeners,0.0
558140,gardener,0.0
558167,gardena,0.0
558168,garden,0.0
558235,gardella,0.0
558236,gardar,0.0
558237,garda,0.0
558238,garcos,0.0
558239,garcias,0.0
558240,garciagrisman,0.0
558241,garcia,0.0
558254,garches,0.0
558255,garbo,0.0
558256,garbiellas,0.0
558257,garber,0.0
558259,garbed,0.0
558260,garbageman,0.0
558261,garbage,0.0
558288,garavani,0.0
558289,garasa,0.0
558290,garani,0.0
558291,garance,0.0
558292,garages,0.0
558293,garageband,0.0
558294,garage,0.0
558322,gaps,0.0
558325,gappa,0.0
558326,gap,0.0
558343,gaos,0.0
558344,gaolors,0.0
558345,gaol,0.0
558346,gaobings,0.0
558347,gaobing,0.0
558348,gao,0.0
558349,ganz,0.0
558351,ganymede,0.0
558352,ganush,0.0
558353,gantu,0.0
558354,gantry,0.0
558356,gant,0.0
558358,ganson,0.0
558359,ganryu,0.0
558360,gannss,0.0
558361,ganns,0.0
558362,gannon,0.0
558367,gannesuke,0.0
558368,gann,0.0
558369,gankelaar,0.0
558370,ganguli,0.0
558372,gangswill,0.0
558373,gangstersmoll,0.0
558374,gangsters,0.0
558458,gangsteroverlordreally,0.0
558459,gangsteroverlord,0.0
558460,gangster,0.0
558585,gangstaz,0.0
558586,gangstas,0.0
558587,gangsta,0.0
558589,gangs,0.0
558660,gangrelated,0.0
558661,gangreen,0.0
558662,gangraped,0.0
558663,gangrape,0.0
558665,gangooly,0.0
558666,gangmember,0.0
558667,gangly,0.0
558669,gangling,0.0
558670,ganglands,0.0
558671,gangland,0.0
558680,ganges,0.0
558681,gangdus,0.0
558682,gangdu,0.0
558683,gangdom,0.0
558684,gangcontrolled,0.0
558685,gangbanging,0.0
558686,gangbangers,0.0
558689,gangbanger,0.0
558691,gangacharan,0.0
558692,ganga,0.0
558693,gang,0.0
559152,gandolfini,0.0
559153,gandil,0.0
559154,gandhis,0.0
559156,gandhi,0.0
559158,gandalf,0.0
559166,gandaharian,0.0
559167,gandahar,0.0
559168,gances,0.0
559169,gance,0.0
559170,gan,0.0
559171,gamut,0.0
559174,gammy,0.0
559175,gamma,0.0
559180,gaming,0.0
559188,gamine,0.0
559189,gamilas,0.0
559190,gamesand,0.0
559191,games,0.0
559294,gamers,0.0
559297,gameras,0.0
559300,gamera,0.0
559307,gamer,0.0
559308,gameport,0.0
559309,gameplay,0.0
559310,gamekeepers,0.0
559311,gamekeeper,0.0
559314,gameif,0.0
559315,game,0.0
559715,gambril,0.0
559716,gambrelli,0.0
559718,gambon,0.0
559720,gambling,0.0
559805,gamblin,0.0
559806,gambleuntil,0.0
559807,gambles,0.0
559813,gamblers,0.0
559823,gambler,0.0
559894,gambled,0.0
559895,gamble,0.0
559909,gambits,0.0
559911,gambit,0.0
559912,gambino,0.0
559913,gambini,0.0
559914,gambardella,0.0
559915,gamba,0.0
559916,galway,0.0
559919,galvin,0.0
559920,galveston,0.0
559921,galvanizes,0.0
559922,galvanized,0.0
559926,galvanize,0.0
559928,galt,0.0
559931,gals,0.0
559932,galoups,0.0
559933,galoup,0.0
559934,galore,0.0
559943,galmoral,0.0
559944,gallup,0.0
559945,gallows,0.0
559953,galloway,0.0
559956,gallop,0.0
559957,gallons,0.0
559960,gallon,0.0
559961,gallo,0.0
559963,gallmann,0.0
559964,gallipoli,0.0
559966,galliot,0.0
559967,galligan,0.0
559968,gallifrey,0.0
559969,gallier,0.0
559970,gallienne,0.0
559971,gallien,0.0
559972,gallico,0.0
559973,galliard,0.0
559974,gallian,0.0
559975,galleys,0.0
559976,galleyconvicts,0.0
559977,galley,0.0
559983,gallerys,0.0
559984,gallery,0.0
560013,gallerist,0.0
560015,galleries,0.0
560016,galleon,0.0
560020,galle,0.0
560023,gallardo,0.0
560024,gallantry,0.0
560025,gallant,0.0
560027,gallaghers,0.0
560028,gallagherlevi,0.0
560029,gallagher,0.0
560038,gallafent,0.0
560039,gall,0.0
560040,galindo,0.0
560041,galileos,0.0
560042,galileo,0.0
560044,galilee,0.0
560045,galifianakis,0.0
560046,galicia,0.0
560047,galia,0.0
560048,galeya,0.0
560049,galesburg,0.0
560050,gales,0.0
560051,galens,0.0
560052,galen,0.0
560055,galella,0.0
560056,galeano,0.0
560057,gale,0.0
560064,galbatorix,0.0
560065,galaxyto,0.0
560066,galaxys,0.0
560068,galaxy,0.0
560099,galaxies,0.0
560100,galatico,0.0
560101,galatea,0.0
560102,galapagos,0.0
560103,galahad,0.0
560104,galactus,0.0
560105,galacticlevel,0.0
560106,galactica,0.0
560109,galactic,0.0
560120,gala,0.0
560123,gal,0.0
560132,gajrobai,0.0
560133,gaius,0.0
560134,gaither,0.0
560135,gaita,0.0
560136,gainsbourg,0.0
560138,gainsborough,0.0
560139,gains,0.0
560196,gaining,0.0
560214,gainful,0.0
560215,gaines,0.0
560222,gained,0.0
560236,gain,0.0
560359,gaily,0.0
560360,gaillard,0.0
560361,gailanne,0.0
560362,gail,0.0
560372,gaia,0.0
560373,gahoole,0.0
560374,gahagan,0.0
560375,gags,0.0
560378,gagool,0.0
560379,gagnon,0.0
560380,gagin,0.0
560381,gaggle,0.0
560384,gagged,0.0
560389,gage,0.0
560393,gagarin,0.0
560394,gaga,0.0
560395,gag,0.0
560401,gafieira,0.0
560402,gaffigan,0.0
560404,gaffes,0.0
560406,gaetano,0.0
560407,gaerste,0.0
560408,gaelicspeaking,0.0
560409,gael,0.0
560410,gaea,0.0
560411,gadrobiere,0.0
560412,gadgil,0.0
560413,gadgets,0.0
560427,gadgetry,0.0
560430,gadget,0.0
560434,gad,0.0
560436,gacy,0.0
560438,gachets,0.0
560439,gachet,0.0
560441,gabys,0.0
560442,gaby,0.0
560446,gabrils,0.0
560447,gabriels,0.0
560453,gabrielle,0.0
560464,gabriellas,0.0
560466,gabriella,0.0
560472,gabrielas,0.0
560473,gabriela,0.0
560474,gabriel,0.0
560508,gabor,0.0
560509,gabon,0.0
560510,gables,0.0
560511,gable,0.0
560513,gabita,0.0
560514,gabis,0.0
560515,gabin,0.0
560516,gabi,0.0
560518,gabey,0.0
560519,gabes,0.0
560521,gabellone,0.0
560522,gabe,0.0
560530,gabby,0.0
560537,gabbeh,0.0
560538,gabbar,0.0
560539,gabato,0.0
560540,gabara,0.0
560541,gabaldons,0.0
560542,gabaldon,0.0
560543,gaal,0.0
560544,ga,0.0
560545,g8,0.0
560546,g,0.0
560557,fyodors,0.0
560558,fyodor,0.0
560561,fyne,0.0
560562,fyedka,0.0
560563,fy,0.0
560564,fx,0.0
560565,fword,0.0
560566,fwlagamily,0.0
560567,fw,0.0
560568,fvb,0.0
560569,fuzzy22,0.0
560570,fuzzy,0.0
560575,fuzzies,0.0
560576,fuzzibee,0.0
560577,fuzz,0.0
560579,futuristic,0.0
560613,futurist,0.0
560615,futureworld,0.0
560617,futures,0.0
560623,futureless,0.0
560624,futureand,0.0
560625,future,0.0
561124,futility,0.0
561130,futile,0.0
561137,futch,0.0
561138,futbol,0.0
561139,fussing,0.0
561140,fussbudget,0.0
561141,fusion,0.0
561145,fusing,0.0
561146,fusillade,0.0
561147,fuses,0.0
561150,fusers,0.0
561151,fuser,0.0
561152,fused,0.0
561153,fuse,0.0
561158,fusanosuke,0.0
561159,fusakos,0.0
561160,fusako,0.0
561162,furys,0.0
561163,fury,0.0
561192,furuya,0.0
561193,furusawa,0.0
561194,furue,0.0
561195,furtively,0.0
561197,furthermore,0.0
561213,furthering,0.0
561215,furthered,0.0
561216,further,0.0
561268,furs,0.0
561269,furrytailed,0.0
561270,furryfaced,0.0
561271,furry,0.0
561277,furnituremaking,0.0
561278,furniture,0.0
561296,furnishings,0.0
561298,furnished,0.0
561300,furnish,0.0
561301,furnier,0.0
561302,furnature,0.0
561303,furnace,0.0
561306,furmann,0.0
561307,furlough,0.0
561309,furlong,0.0
561310,furiously,0.0
561311,furious,0.0
561337,furio,0.0
561338,furies,0.0
561339,furclad,0.0
561340,furballs,0.0
561341,fur,0.0
561344,fuori,0.0
561345,funspot,0.0
561346,funsch,0.0
561347,funs,0.0
561348,funride,0.0
561349,funnymen,0.0
561350,funnycircus,0.0
561351,funny,0.0
561437,funniest,0.0
561446,funnier,0.0
561450,funnels,0.0
561451,funneling,0.0
561452,funn,0.0
561453,funloving,0.0
561471,funkyzeit,0.0
561472,funky,0.0
561476,funking,0.0
561477,funkes,0.0
561478,funke,0.0
561479,funkadelic,0.0
561480,funk,0.0
561489,funinthesun,0.0
561490,funicello,0.0
561492,funhouse,0.0
561494,fung,0.0
561495,funfilled,0.0
561498,funes,0.0
561499,funerals,0.0
561507,funerali,0.0
561508,funeral,0.0
561622,funebre,0.0
561623,funds,0.0
561654,fundraising,0.0
561659,fundraisers,0.0
561660,fundraiser,0.0
561663,funding,0.0
561682,funders,0.0
561683,funder,0.0
561684,funded,0.0
561695,fundamentally,0.0
561700,fundamentalists,0.0
561703,fundamentalist,0.0
561720,fundamentalism,0.0
561722,fundamental,0.0
561738,fund,0.0
561770,functions,0.0
561778,functioning,0.0
561783,functionaries,0.0
561784,functionally,0.0
561785,functional,0.0
561787,function,0.0
561805,funboy,0.0
561806,funasukoke,0.0
561807,fun,0.0
561950,fuming,0.0
561951,fumikos,0.0
561952,fumes,0.0
561954,fumbling,0.0
561956,fumbles,0.0
561962,fumbled,0.0
561963,fulton,0.0
561965,fulquard,0.0
561967,fullyrounded,0.0
561968,fullygrown,0.0
561969,fully,0.0
562026,fulltime,0.0
562037,fullthrottle,0.0
562038,fullstack,0.0
562039,fullspeed,0.0
562040,fullscale,0.0
562045,fullout,0.0
562046,fullon,0.0
562047,fullofattitude,0.0
562048,fullmoon,0.0
562049,fullmetal,0.0
562050,fulllength,0.0
562057,fullflung,0.0
562058,fullfill,0.0
562059,fullest,0.0
562066,fullerton,0.0
562067,fuller,0.0
562079,fulldress,0.0
562080,fullbodied,0.0
562081,fullblown,0.0
562085,full,0.0
562365,fulin,0.0
562366,fulgencio,0.0
562367,fulfills,0.0
562370,fulfillment,0.0
562380,fulfilling,0.0
562393,fulfilled,0.0
562406,fulfill,0.0
562478,fulfil,0.0
562481,fulds,0.0
562482,fulci,0.0
562483,fulbright,0.0
562484,fukushima,0.0
562485,fukuoka,0.0
562486,fuku,0.0
562487,fukiwara,0.0
562488,fukienese,0.0
562489,fukasakus,0.0
562490,fujiwarais,0.0
562491,fujiwara,0.0
562493,fujita,0.0
562494,fujisawa,0.0
562495,fujisaki,0.0
562496,fujino,0.0
562497,fujiko,0.0
562498,fujian,0.0
562499,fuji,0.0
562502,fuite,0.0
562503,fuhrer,0.0
562506,fugui,0.0
562507,fugue,0.0
562508,fugitives,0.0
562515,fugitive,0.0
562546,fugees,0.0
562547,fugazi,0.0
562548,fufilled,0.0
562549,fufill,0.0
562550,fuertes,0.0
562551,fuentes,0.0
562554,fuenteduea,0.0
562555,fuels,0.0
562565,fuelling,0.0
562566,fuelled,0.0
562569,fueling,0.0
562572,fueled,0.0
562604,fuel,0.0
562633,fuehrers,0.0
562634,fuegos,0.0
562635,fudohs,0.0
562636,fudoh,0.0
562637,fudging,0.0
562638,fudd,0.0
562639,fucks,0.0
562640,fuckhead,0.0
562641,fuck,0.0
562642,fuchs,0.0
562643,fuad,0.0
562644,fu,0.0
562680,ftoheia,0.0
562681,ft,0.0
562685,fsb,0.0
562686,frylocks,0.0
562687,frylock,0.0
562688,frying,0.0
562691,frye,0.0
562694,fryderyks,0.0
562695,fryderyk,0.0
562696,fryar,0.0
562697,fry,0.0
562709,frustrations,0.0
562726,frustrationfueled,0.0
562727,frustration,0.0
562749,frustrating,0.0
562757,frustrates,0.0
562759,frustrated,0.0
562837,frustrate,0.0
562838,frumpy,0.0
562840,frumpish,0.0
562841,frump,0.0
562842,frumious,0.0
562843,fruitvale,0.0
562844,fruits,0.0
562849,fruitlessly,0.0
562851,fruitless,0.0
562860,fruition,0.0
562868,fruitful,0.0
562869,fruitcake,0.0
562870,fruit,0.0
562887,frugality,0.0
562888,frozen,0.0
562932,froy,0.0
562934,frowned,0.0
562942,frown,0.0
562943,froufrou,0.0
562945,frottaplackan,0.0
562946,froth,0.0
562947,frosty,0.0
562952,frosts,0.0
562955,frosted,0.0
562956,frostdamage,0.0
562957,frostbitten,0.0
562958,frostbite,0.0
562960,frost,0.0
562974,fronts,0.0
562977,frontrunner,0.0
562978,frontman,0.0
562984,frontline,0.0
562990,frontiersman,0.0
562993,frontiers,0.0
562995,frontier,0.0
563021,frontgroup,0.0
563022,frontfigure,0.0
563023,frontal,0.0
563024,front,0.0
563248,fronsac,0.0
563249,froment,0.0
563250,froman,0.0
563251,from,0.0
563299,frollos,0.0
563300,frollo,0.0
563304,frolicsome,0.0
563305,frolics,0.0
563309,frolic,0.0
563310,frohman,0.0
563311,frogs,0.0
563313,frogmore,0.0
563314,frogman,0.0
563315,frogger,0.0
563316,frog,0.0
563331,frodo,0.0
563336,frode,0.0
563337,frobisher,0.0
563338,fro,0.0
563340,frivolously,0.0
563341,frivolous,0.0
563345,frivolities,0.0
563346,frivoli,0.0
563347,fritzi,0.0
563348,fritz,0.0
563357,fritters,0.0
563359,frisky,0.0
563360,frisco,0.0
563361,frisbee,0.0
563363,fripp,0.0
563364,fringes,0.0
563365,fringe,0.0
563370,frilly,0.0
563372,frills,0.0
563373,frigidity,0.0
563375,frigid,0.0
563381,frigia,0.0
563382,frightfully,0.0
563383,frightful,0.0
563386,frightens,0.0
563388,frighteningly,0.0
563392,frightening,0.0
563428,frightened,0.0
563455,frighten,0.0
563458,frightawaiting,0.0
563459,fright,0.0
563470,frigga,0.0
563472,frigate,0.0
563473,frieza,0.0
563474,fries,0.0
563475,friendwithbenefits,0.0
563476,friendturnedsuitor,0.0
563477,friendto,0.0
563478,friendswho,0.0
563479,friendsskateboarding,0.0
563480,friendsonly,0.0
563481,friendsone,0.0
563482,friendsincluding,0.0
563483,friendships,0.0
563513,friendship,0.0
563953,friendsexplode,0.0
563954,friendsannie,0.0
563955,friendsamong,0.0
563956,friends,0.0
565548,friendly,0.0
565635,friendlover,0.0
565637,friendliness,0.0
565639,friendliest,0.0
565640,friendless,0.0
565647,frienddivorce,0.0
565648,friendcoworker,0.0
565649,friendaccomplice,0.0
565650,friend,0.0
567127,friel,0.0
567128,friedrich,0.0
567133,friedmans,0.0
567134,friedman,0.0
567137,friedlander,0.0
567138,friedkins,0.0
567139,friedkin,0.0
567141,friede,0.0
567142,friedchicken,0.0
567143,friedberg,0.0
567144,frieda,0.0
567145,fried,0.0
567148,fridrikssons,0.0
567149,fridrik,0.0
567150,fridge,0.0
567151,friday,0.0
567182,fridas,0.0
567183,frida,0.0
567185,frictions,0.0
567187,friction,0.0
567204,frica,0.0
567205,frias,0.0
567206,friars,0.0
567208,friarand,0.0
567209,friar,0.0
567214,fria,0.0
567215,freyja,0.0
567216,freya,0.0
567219,frey,0.0
567220,frewer,0.0
567221,freundlich,0.0
567222,freudstein,0.0
567223,freuds,0.0
567224,freudian,0.0
567228,freud,0.0
567233,fretting,0.0
567234,frets,0.0
567236,fresno,0.0
567237,freshoutofthemental,0.0
567238,freshoutofrehab,0.0
567239,freshmen,0.0
567248,freshman,0.0
567276,freshly,0.0
567280,freshfaced,0.0
567283,fresher,0.0
567284,freshcaught,0.0
567285,fresh,0.0
567349,frescoes,0.0
567350,fresco,0.0
567352,frescia,0.0
567353,fresa,0.0
567354,frere,0.0
567355,frequenttraveler,0.0
567356,frequents,0.0
567360,frequently,0.0
567403,frequenting,0.0
567405,frequenter,0.0
567406,frequented,0.0
567408,frequent,0.0
567440,frequency,0.0
567444,frequencies,0.0
567445,frenzy,0.0
567461,frenzied,0.0
567465,frensh,0.0
567466,frenk,0.0
567467,frenhofer,0.0
567468,frenger,0.0
567469,frenetic,0.0
567474,frenchy,0.0
567476,frenchwoman,0.0
567480,frenchswiss,0.0
567481,frenchspeaking,0.0
567482,frenchrussian,0.0
567483,frenchmexican,0.0
567484,frenchmans,0.0
567485,frenchman,0.0
567505,frenchindian,0.0
567506,frenchie,0.0
567507,frenchgeorgian,0.0
567508,frenchcontrolled,0.0
567509,frenchcanadian,0.0
567512,frenchbatise,0.0
567513,frenchamerican,0.0
567514,french,0.0
567888,frenau,0.0
567889,fremont,0.0
567891,fremen,0.0
567892,freisegreene,0.0
567893,freiner,0.0
567894,freiheit,0.0
567895,freights,0.0
567897,freighting,0.0
567898,freighters,0.0
567899,freighter,0.0
567911,freight,0.0
567921,freida,0.0
567924,freezy,0.0
567925,freezing,0.0
567935,freezes,0.0
567939,freezer,0.0
567945,freeze,0.0
567956,freeza,0.0
567957,freewheeling,0.0
567969,freeways,0.0
567970,freeway,0.0
567972,freethinking,0.0
567974,freestyle,0.0
567978,freespirited,0.0
568002,freespending,0.0
568004,frees,0.0
568015,freeride,0.0
568016,freemont,0.0
568017,freeminded,0.0
568018,freemen,0.0
568019,freemarket,0.0
568020,freeman,0.0
568035,freely,0.0
568049,freeloading,0.0
568051,freeling,0.0
568052,freelander,0.0
568053,freelances,0.0
568054,freelancer,0.0
568055,freelance,0.0
568069,freekicks,0.0
568070,freejesus,0.0
568071,freeing,0.0
568084,freeheld,0.0
568085,freehaven,0.0
568086,freehauf,0.0
568087,freegraze,0.0
568088,freeform,0.0
568090,freeforall,0.0
568091,freedonia,0.0
568092,freedoms,0.0
568097,freedomofexpression,0.0
568098,freedomfighting,0.0
568099,freedomfighter,0.0
568100,freedom,0.0
568280,freed,0.0
568306,freecloudall,0.0
568307,freech,0.0
568308,freebooters,0.0
568309,freeboard,0.0
568310,freebie,0.0
568311,freebasing,0.0
568312,freearts,0.0
568313,freeandeasy,0.0
568314,free,0.0
568650,freds,0.0
568661,fredriks,0.0
568662,fredrik,0.0
568663,fredricksen,0.0
568664,fredrick,0.0
568667,fredi,0.0
568668,fredersen,0.0
568669,freders,0.0
568670,frederking,0.0
568671,frederik,0.0
568672,frederico,0.0
568674,fredericks,0.0
568675,frederick,0.0
568694,frederic,0.0
568697,freder,0.0
568698,freddy,0.0
568722,freddo,0.0
568723,freddies,0.0
568725,freddie,0.0
568740,fredas,0.0
568741,freda,0.0
568744,fred,0.0
